id,gender,age,lengthofservice,entrymethod,2019 status,eNPS,vision,stability,missioncohe,customer,workload,evaluation,salary,growth,boss,colleagues,pa,home.store,jobmeaning,wellfare,clean,culture,influence,reputation,workingtime,promotesalary,autonomy,training,facilities,uniform
1100625,2,38,0,Old,Stay,5,5,2,6,6,3,6,6,6,6,2,4,4,6,4,4,4,4,6,2,5,3,6,1,4
1100626,2,39,0,Old,Stay,3,5,3,1,5,3,5,2,2,6,6,6,3,6,1,6,2,3,5,5,2,6,3,2,4
1100627,1,37,0,Old,Stay,5,4,3,4,4,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
1100631,1,31,0,Old,Stay,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1100632,2,28,0,Old,Leave,5,5,5,3,4,4,4,4,4,4,3,4,3,3,1,4,4,4,6,1,1,3,1,1,4
1100633,2,34,0,Old,Leave,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1100634,2,36,0,Old,Stay,5,6,5,4,7,3,4,4,4,3,4,6,4,5,5,7,6,5,7,3,4,4,6,3,6
1100636,1,42,0,Old,Stay,6,5,2,4,4,4,2,3,3,2,5,5,4,3,4,4,4,4,5,2,3,4,4,4,4
1100637,1,29,0,Old,Stay,3,7,4,4,4,2,4,1,5,4,6,4,2,2,1,4,2,1,4,1,1,4,7,2,4
1100638,1,41,0,Old,Leave,5,6,3,6,5,3,4,3,5,5,6,5,4,5,4,5,4,5,4,3,4,4,4,4,4
1100639,2,29,0,Old,Leave,7,7,5,4,6,4,4,3,5,4,4,4,4,5,4,4,5,5,4,3,3,4,4,3,4
1100640,2,38,0,Old,Stay,6,5,2,4,4,5,4,5,4,7,7,4,4,6,2,4,4,6,4,1,4,6,4,2,4
1100641,1,32,0,Old,Stay,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,2,4,4,4
1100642,1,32,0,Old,Stay,5,4,4,4,4,4,5,4,5,5,5,5,4,5,3,4,4,4,5,3,4,4,4,4,5
1100645,2,25,0,Old,Stay,0,4,4,4,4,1,4,1,4,4,4,4,4,3,3,4,2,4,4,1,1,4,4,4,4
1100647,2,39,0,Old,Stay,3,5,3,4,5,3,4,2,5,5,3,3,3,4,4,5,3,5,5,2,3,3,3,2,4
1100648,2,33,0,Old,Stay,3,2,2,2,2,1,2,2,2,2,4,4,2,3,1,2,2,2,4,1,1,1,4,1,4
1100651,1,34,0,Old,Stay,7,5,5,4,5,4,3,3,4,3,5,5,4,3,3,4,4,3,6,3,3,4,3,3,4
1100652,1,36,0,Old,Stay,2,4,2,4,4,2,4,2,4,4,4,4,4,2,3,4,4,4,4,2,2,2,3,4,4
1100653,2,22,0,New,Leave,5,4,5,4,5,2,4,2,5,4,4,4,4,5,2,4,5,4,4,2,2,4,4,4,4
1100654,2,22,0,New,Stay,0,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4
1100656,2,22,0,New,Stay,7,4,5,5,4,3,6,5,6,5,4,5,5,7,4,4,5,4,4,3,4,5,5,3,4
1100657,2,23,0,New,Stay,6,6,5,5,7,3,4,4,5,5,5,5,4,5,2,5,5,5,6,2,2,5,4,2,4
1100658,2,22,0,New,Stay,3,6,1,2,5,4,5,2,4,4,4,4,4,3,2,4,2,5,6,3,4,3,4,2,4
1100660,2,23,0,New,Stay,6,4,3,5,4,4,5,4,4,4,6,6,4,4,4,4,4,4,5,4,4,4,4,4,4
1100661,2,22,0,New,Stay,0,4,3,4,4,4,4,1,3,4,4,4,4,4,1,4,4,3,4,3,2,2,2,1,4
1100662,2,22,0,New,Leave,3,6,2,5,5,2,3,2,5,4,4,4,4,4,2,4,3,5,5,2,2,5,5,2,4
1100665,2,22,0,New,Stay,4,4,5,5,6,2,3,1,5,3,5,5,5,5,3,2,3,5,6,2,2,3,4,1,3
1100666,2,23,0,New,Stay,1,5,2,4,4,1,1,1,4,6,4,4,1,4,1,4,4,4,4,4,2,2,4,4,4
1100667,2,22,0,New,Stay,1,4,2,4,4,4,1,1,4,4,6,4,4,6,4,4,4,4,5,3,1,4,4,4,4
1100668,2,26,0,New,Stay,2,7,1,5,5,2,4,1,5,6,6,6,4,5,1,5,4,4,4,1,2,5,4,4,4
1100669,2,22,0,New,Stay,3,3,3,3,4,2,3,3,3,6,4,4,3,5,2,2,4,3,6,2,3,4,2,1,4
1100670,2,22,0,New,Stay,6,5,5,5,6,4,5,5,6,5,6,5,5,6,3,6,5,4,6,4,4,6,5,5,4
1100671,2,22,0,New,Stay,0,6,4,1,4,1,1,1,4,1,3,6,1,5,4,1,1,6,6,1,4,1,4,1,4
1100672,1,24,0,New,Stay,3,4,3,3,4,3,3,4,4,4,4,4,3,5,2,3,4,4,3,4,2,4,4,2,4
1100673,2,23,0,New,Stay,5,4,4,4,4,3,4,4,5,4,5,5,3,5,5,3,4,4,5,3,4,4,4,3,5
1100674,2,20,0,New,Stay,0,4,2,4,4,2,4,2,5,4,4,4,4,4,2,4,3,4,4,4,3,4,4,4,4
1100675,2,19,0,New,Stay,6,4,5,5,6,5,4,4,5,5,4,4,3,5,4,4,4,4,4,5,4,4,4,4,4
1100676,2,20,0,New,Stay,0,2,4,3,4,2,4,1,3,4,3,3,2,3,4,4,3,4,4,1,1,3,3,4,4
1100677,2,21,0,New,Stay,4,4,6,4,5,3,3,3,6,5,6,6,1,5,4,4,1,4,6,3,3,4,4,4,4
1100678,2,23,0,New,Leave,1,4,4,4,4,1,1,3,6,4,4,4,4,6,2,4,4,4,4,1,1,6,1,4,4
1100679,2,20,0,New,Stay,6,6,5,5,6,3,4,5,6,5,5,5,4,5,2,6,5,4,6,2,4,4,4,4,4
1100680,2,23,0,New,Stay,3,4,2,4,4,2,4,1,2,2,4,4,2,3,1,4,2,4,5,2,3,2,4,1,4
1100681,2,20,0,New,Leave,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3
1100682,1,43,0,Old,Stay,3,2,2,2,2,3,4,4,4,1,3,4,2,4,2,2,2,2,5,3,2,3,1,2,4
1100684,1,32,0,Old,Leave,4,5,4,3,5,3,4,2,4,4,3,2,2,4,4,3,4,4,5,3,4,3,3,1,4
1100686,2,45,0,Old,Stay,6,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,5,4,4,3,4,6,4,4,4
1100687,2,34,0,Old,Leave,2,4,4,4,4,2,3,3,4,4,4,4,2,5,4,3,3,4,4,3,3,4,4,4,4
1100688,2,30,0,Promote,Stay,2,5,5,4,4,6,4,5,4,3,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4
1100690,2,32,0,Promote,Stay,2,3,1,4,4,1,5,2,6,4,6,7,2,6,2,4,4,5,5,1,2,2,4,1,4
1100691,2,30,0,Promote,Stay,3,3,3,4,5,3,3,2,5,2,5,5,2,5,2,4,3,4,5,2,3,2,3,4,4
1100692,2,35,0,Promote,Stay,0,4,3,3,5,3,6,5,5,5,5,5,3,3,1,4,2,3,5,2,2,3,3,4,4
1100693,2,23,0,Promote,Stay,2,4,4,4,5,2,4,3,5,5,5,5,4,5,5,4,4,4,5,2,3,4,4,4,4
1100694,2,34,0,Promote,Stay,5,6,6,5,4,3,3,1,6,5,5,5,2,6,6,2,6,4,6,4,2,5,6,2,4
1100695,2,31,0,Promote,Stay,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4
1100696,1,24,0,Promote,Stay,6,5,6,5,5,4,4,4,5,4,4,4,4,4,5,5,4,4,6,3,4,4,4,4,4
1100697,1,38,0,Promote,Leave,8,6,3,6,7,2,6,4,6,7,7,7,4,6,2,6,6,4,4,2,4,4,4,3,4
1100698,2,25,0,Promote,Stay,6,4,6,4,4,4,6,5,4,7,7,7,4,5,4,4,4,4,6,4,5,4,4,4,4
1100699,2,34,0,Promote,Stay,6,6,5,6,5,4,5,4,4,6,6,6,5,6,5,6,6,6,4,4,4,4,5,4,4
1100700,1,37,0,Old,Leave,6,4,5,4,4,3,4,4,5,5,4,4,4,4,3,4,4,4,5,3,4,4,4,4,4
